Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2016,Level 4,CC822,Machinery Manufacturing,Percentage,H37,Quick ratio,Financial ratios,123,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,20,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Percentage,H39,Return on equity,Financial ratios,26,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Percentage,H40,Return on total assets,Financial ratios,11,"ANZSIC06 groups C245, C246, and C249"
2016,Level 4,CC822,Machinery Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,43,"ANZSIC06 groups C245, C246, and C249"
2016,Level 3,CC91,Furniture and Other Manufacturing,Percentage,H36,Current ratio,Financial ratios,141,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Percentage,H37,Quick ratio,Financial ratios,93,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,30,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Percentage,H39,Return on equity,Financial ratios,C,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Percentage,H40,Return on total assets,Financial ratios,14,ANZSIC06 groups C251 and C259
2016,Level 3,CC91,Furniture and Other Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,C,ANZSIC06 groups C251 and C259
2016,Level 4,CC911,Furniture Manufacturing,Percentage,H36,Current ratio,Financial ratios,132,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Percentage,H37,Quick ratio,Financial ratios,94,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,38,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Percentage,H39,Return on equity,Financial ratios,45,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Percentage,H40,Return on total assets,Financial ratios,14,ANZSIC06 group C251
2016,Level 4,CC911,Furniture Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,31,ANZSIC06 group C251
2016,Level 4,CC912,Other Manufacturing,Percentage,H36,Current ratio,Financial ratios,154,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Percentage,H37,Quick ratio,Financial ratios,92,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,21,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Percentage,H39,Return on equity,Financial ratios,C,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Percentage,H40,Return on total assets,Financial ratios,14,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,C,ANZSIC06 group C259
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Percentage,H36,Current ratio,Financial ratios,58,ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Percentage,H37,Quick ratio,Financial ratios,53,ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Percentage,H39,Return on equity,Financial ratios,6,ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Percentage,H41,Liabilities structure,Financial ratios,51,ANZSIC06 division D
2016,Level 3,DD11,Electricity and Gas Supply,Percentage,H36,Current ratio,Financial ratios,58,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Percentage,H37,Quick ratio,Financial ratios,53,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Percentage,H39,Return on equity,Financial ratios,C,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Percentage,H40,Return on total assets,Financial ratios,C,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Percentage,H41,Liabilities structure,Financial ratios,C,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Percentage,H36,Current ratio,Financial ratios,59,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Percentage,H37,Quick ratio,Financial ratios,57,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Percentage,H39,Return on equity,Financial ratios,C,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Percentage,H40,Return on total assets,Financial ratios,C,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Percentage,H41,Liabilities structure,Financial ratios,C,"ANZSIC06 groups D281, D291, and D292"
2016,Level 1,EE,Construction,Percentage,H36,Current ratio,Financial ratios,131,ANZSIC06 division E
2016,Level 1,EE,Construction,Percentage,H37,Quick ratio,Financial ratios,90,ANZSIC06 division E
2016,Level 1,EE,Construction,Percentage,H39,Return on equity,Financial ratios,39,ANZSIC06 division E
2016,Level 1,EE,Construction,Percentage,H40,Return on total assets,Financial ratios,12,ANZSIC06 division E
2016,Level 1,EE,Construction,Percentage,H41,Liabilities structure,Financial ratios,32,ANZSIC06 division E
2016,Level 3,EE11,Building Construction,Percentage,H36,Current ratio,Financial ratios,126,ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Percentage,H37,Quick ratio,Financial ratios,82,ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Percentage,H39,Return on equity,Financial ratios,59,ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Percentage,H40,Return on total assets,Financial ratios,14,ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Percentage,H41,Liabilities structure,Financial ratios,24,ANZSIC06 groups E301 and E302
2016,Level 4,EE112,Residential Building Construction,Percentage,H36,Current ratio,Financial ratios,126,ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Percentage,H37,Quick ratio,Financial ratios,66,ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Percentage,H39,Return on equity,Financial ratios,61,ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Percentage,H40,Return on total assets,Financial ratios,14,ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Percentage,H41,Liabilities structure,Financial ratios,22,ANZSIC06 group E301
2016,Level 4,EE113,Non-Residential Building Construction,Percentage,H36,Current ratio,Financial ratios,127,ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Percentage,H37,Quick ratio,Financial ratios,110,ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Percentage,H39,Return on equity,Financial ratios,57,ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Percentage,H40,Return on total assets,Financial ratios,15,ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Percentage,H41,Liabilities structure,Financial ratios,27,ANZSIC06 group E302
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Percentage,H36,Current ratio,Financial ratios,111,ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Percentage,H37,Quick ratio,Financial ratios,104,ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Percentage,H39,Return on equity,Financial ratios,19,ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Percentage,H40,Return on total assets,Financial ratios,6,ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Percentage,H41,Liabilities structure,Financial ratios,32,ANZSIC06 group E310
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Percentage,H36,Current ratio,Financial ratios,111,ANZSIC06 group E310
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Percentage,H37,Quick ratio,Financial ratios,104,ANZSIC06 group E310
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Percentage,H39,Return on equity,Financial ratios,19,ANZSIC06 group E310
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Percentage,H40,Return on total assets,Financial ratios,6,ANZSIC06 group E310
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Percentage,H41,Liabilities structure,Financial ratios,32,ANZSIC06 group E310
2016,Level 3,EE13,Construction Services,Percentage,H36,Current ratio,Financial ratios,143,"ANZSIC06 groups E321, E322, E323, E324, and E329"
2016,Level 3,EE13,Construction Services,Percentage,H37,Quick ratio,Financial ratios,91,"ANZSIC06 groups E321, E322, E323, E324, and E329"
2016,Level 3,EE13,Construction Services,Percentage,H39,Return on equity,Financial ratios,37,"ANZSIC06 groups E321, E322, E323, E324, and E329"
2016,Level 3,EE13,Construction Services,Percentage,H40,Return on total assets,Financial ratios,13,"ANZSIC06 groups E321, E322, E323, E324, and E329"
2016,Level 3,EE13,Construction Services,Percentage,H41,Liabilities structure,Financial ratios,36,"ANZSIC06 groups E321, E322, E323, E324, and E329"
2016,Level 4,EE131,Construction Services,Percentage,H36,Current ratio,Financial ratios,143,"ANZSIC06 groups E321, E322, E323, E324, and E329"
2016,Level 4,EE131,Construction Services,Percentage,H37,Quick ratio,Financial ratios,91,"ANZSIC06 groups E321, E322, E323, E324, and E329"
2016,Level 4,EE131,Construction Services,Percentage,H39,Return on equity,Financial ratios,37,"ANZSIC06 groups E321, E322, E323, E324, and E329"
2016,Level 4,EE131,Construction Services,Percentage,H40,Return on total assets,Financial ratios,13,"ANZSIC06 groups E321, E322, E323, E324, and E329"
2016,Level 4,EE131,Construction Services,Percentage,H41,Liabilities structure,Financial ratios,36,"ANZSIC06 groups E321, E322, E323, E324, and E329"
2016,Level 1,FF,Wholesale Trade,Percentage,H36,Current ratio,Financial ratios,154,ANZSIC06 division F
2016,Level 1,FF,Wholesale Trade,Percentage,H37,Quick ratio,Financial ratios,98,ANZSIC06 division F
2016,Level 1,FF,Wholesale Trade,Percentage,H38,Margin on sales of goods for resale,Financial ratios,19,ANZSIC06 division F
2016,Level 1,FF,Wholesale Trade,Percentage,H39,Return on equity,Financial ratios,23,ANZSIC06 division F
2016,Level 1,FF,Wholesale Trade,Percentage,H40,Return on total assets,Financial ratios,9,ANZSIC06 division F
2016,Level 1,FF,Wholesale Trade,Percentage,H41,Liabilities structure,Financial ratios,41,ANZSIC06 division F
2016,Level 4,FF111,Basic Material Wholesaling,Percentage,H36,Current ratio,Financial ratios,146,"ANZSIC06 groups F331, F332, and F333"
2016,Level 4,FF111,Basic Material Wholesaling,Percentage,H37,Quick ratio,Financial ratios,95,"ANZSIC06 groups F331, F332, and F333"
2016,Level 4,FF111,Basic Material Wholesaling,Percentage,H38,Margin on sales of goods for resale,Financial ratios,19,"ANZSIC06 groups F331, F332, and F333"
2016,Level 4,FF111,Basic Material Wholesaling,Percentage,H39,Return on equity,Financial ratios,24,"ANZSIC06 groups F331, F332, and F333"
2016,Level 4,FF111,Basic Material Wholesaling,Percentage,H40,Return on total assets,Financial ratios,10,"ANZSIC06 groups F331, F332, and F333"
2016,Level 4,FF111,Basic Material Wholesaling,Percentage,H41,Liabilities structure,Financial ratios,39,"ANZSIC06 groups F331, F332, and F333"
2016,Level 4,FF112,Machinery and Equipment Wholesaling,Percentage,H36,Current ratio,Financial ratios,151,ANZSIC06 groups F341 and F349
2016,Level 4,FF112,Machinery and Equipment Wholesaling,Percentage,H37,Quick ratio,Financial ratios,93,ANZSIC06 groups F341 and F349
2016,Level 4,FF112,Machinery and Equipment Wholesaling,Percentage,H38,Margin on sales of goods for resale,Financial ratios,23,ANZSIC06 groups F341 and F349
2016,Level 4,FF112,Machinery and Equipment Wholesaling,Percentage,H39,Return on equity,Financial ratios,19,ANZSIC06 groups F341 and F349
2016,Level 4,FF112,Machinery and Equipment Wholesaling,Percentage,H40,Return on total assets,Financial ratios,8,ANZSIC06 groups F341 and F349
2016,Level 4,FF112,Machinery and Equipment Wholesaling,Percentage,H41,Liabilities structure,Financial ratios,40,ANZSIC06 groups F341 and F349
2016,Level 4,FF113,Motor Vehicle and Motor Vehicle Parts Wholesaling,Percentage,H36,Current ratio,Financial ratios,160,ANZSIC06 group F350
2016,Level 4,FF113,Motor Vehicle and Motor Vehicle Parts Wholesaling,Percentage,H37,Quick ratio,Financial ratios,71,ANZSIC06 group F350
2016,Level 4,FF113,Motor Vehicle and Motor Vehicle Parts Wholesaling,Percentage,H38,Margin on sales of goods for resale,Financial ratios,16,ANZSIC06 group F350
2016,Level 4,FF113,Motor Vehicle and Motor Vehicle Parts Wholesaling,Percentage,H39,Return on equity,Financial ratios,22,ANZSIC06 group F350
2016,Level 4,FF113,Motor Vehicle and Motor Vehicle Parts Wholesaling,Percentage,H40,Return on total assets,Financial ratios,8,ANZSIC06 group F350
2016,Level 4,FF113,Motor Vehicle and Motor Vehicle Parts Wholesaling,Percentage,H41,Liabilities structure,Financial ratios,37,ANZSIC06 group F350
2016,Level 4,FF114,"Grocery, Liquor and Tobacco Product Wholesaling",Percentage,H36,Current ratio,Financial ratios,142,ANZSIC06 group F360
2016,Level 4,FF114,"Grocery, Liquor and Tobacco Product Wholesaling",Percentage,H37,Quick ratio,Financial ratios,98,ANZSIC06 group F360
2016,Level 4,FF114,"Grocery, Liquor and Tobacco Product Wholesaling",Percentage,H38,Margin on sales of goods for resale,Financial ratios,13,ANZSIC06 group F360
2016,Level 4,FF114,"Grocery, Liquor and Tobacco Product Wholesaling",Percentage,H39,Return on equity,Financial ratios,26,ANZSIC06 group F360
2016,Level 4,FF114,"Grocery, Liquor and Tobacco Product Wholesaling",Percentage,H40,Return on total assets,Financial ratios,11,ANZSIC06 group F360
2016,Level 4,FF114,"Grocery, Liquor and Tobacco Product Wholesaling",Percentage,H41,Liabilities structure,Financial ratios,41,ANZSIC06 group F360
2016,Level 4,FF115,Other Goods Wholesaling,Percentage,H36,Current ratio,Financial ratios,179,"ANZSIC06 groups F371, F372, and F373"
2016,Level 4,FF115,Other Goods Wholesaling,Percentage,H37,Quick ratio,Financial ratios,120,"ANZSIC06 groups F371, F372, and F373"
2016,Level 4,FF115,Other Goods Wholesaling,Percentage,H38,Margin on sales of goods for resale,Financial ratios,29,"ANZSIC06 groups F371, F372, and F373"
2016,Level 4,FF115,Other Goods Wholesaling,Percentage,H39,Return on equity,Financial ratios,23,"ANZSIC06 groups F371, F372, and F373"
2016,Level 4,FF115,Other Goods Wholesaling,Percentage,H40,Return on total assets,Financial ratios,10,"ANZSIC06 groups F371, F372, and F373"
2016,Level 4,FF115,Other Goods Wholesaling,Percentage,H41,Liabilities structure,Financial ratios,45,"ANZSIC06 groups F371, F372, and F373"
2016,Level 4,FF116,Commission Based Wholesaling,Percentage,H36,Current ratio,Financial ratios,123,ANZSIC06 Group F380
2016,Level 4,FF116,Commission Based Wholesaling,Percentage,H37,Quick ratio,Financial ratios,107,ANZSIC06 Group F380
2016,Level 4,FF116,Commission Based Wholesaling,Percentage,H38,Margin on sales of goods for resale,Financial ratios,21,ANZSIC06 Group F380
2016,Level 4,FF116,Commission Based Wholesaling,Percentage,H39,Return on equity,Financial ratios,24,ANZSIC06 Group F380
2016,Level 4,FF116,Commission Based Wholesaling,Percentage,H40,Return on total assets,Financial ratios,14,ANZSIC06 Group F380
2016,Level 4,FF116,Commission Based Wholesaling,Percentage,H41,Liabilities structure,Financial ratios,59,ANZSIC06 Group F380
2016,Level 1,GH,Retail Trade and Accommodation,Percentage,H36,Current ratio,Financial ratios,104,ANZSIC06 divisions G and H
2016,Level 1,GH,Retail Trade and Accommodation,Percentage,H37,Quick ratio,Financial ratios,58,ANZSIC06 divisions G and H
2016,Level 1,GH,Retail Trade and Accommodation,Percentage,H38,Margin on sales of goods for resale,Financial ratios,27,ANZSIC06 divisions G and H
2016,Level 1,GH,Retail Trade and Accommodation,Percentage,H39,Return on equity,Financial ratios,28,ANZSIC06 divisions G and H
2016,Level 1,GH,Retail Trade and Accommodation,Percentage,H40,Return on total assets,Financial ratios,9,ANZSIC06 divisions G and H
2016,Level 1,GH,Retail Trade and Accommodation,Percentage,H41,Liabilities structure,Financial ratios,33,ANZSIC06 divisions G and H
2016,Level 3,GH11,Motor Vehicle and Motor Vehicle Parts and Fuel Retailing,Percentage,H36,Current ratio,Financial ratios,149,"ANZSIC06 groups G391, G392, and G400"
2016,Level 3,GH11,Motor Vehicle and Motor Vehicle Parts and Fuel Retailing,Percentage,H37,Quick ratio,Financial ratios,66,"ANZSIC06 groups G391, G392, and G400"
2016,Level 3,GH11,Motor Vehicle and Motor Vehicle Parts and Fuel Retailing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,14,"ANZSIC06 groups G391, G392, and G400"
2016,Level 3,GH11,Motor Vehicle and Motor Vehicle Parts and Fuel Retailing,Percentage,H39,Return on equity,Financial ratios,28,"ANZSIC06 groups G391, G392, and G400"
2016,Level 3,GH11,Motor Vehicle and Motor Vehicle Parts and Fuel Retailing,Percentage,H40,Return on total assets,Financial ratios,9,"ANZSIC06 groups G391, G392, and G400"
2016,Level 3,GH11,Motor Vehicle and Motor Vehicle Parts and Fuel Retailing,Percentage,H41,Liabilities structure,Financial ratios,33,"ANZSIC06 groups G391, G392, and G400"
2019,Level 3,ZZ11,Food Product Manufacturing,Percentage,H36,Current ratio,Financial ratios,136,"ANZSIC06 groups C111, C112, C113, C114, C115, C116, C117, C118, and C119"
2019,Level 3,ZZ11,Food Product Manufacturing,Percentage,H37,Quick ratio,Financial ratios,85,"ANZSIC06 groups C111, C112, C113, C114, C115, C116, C117, C118, and C119"
2019,Level 3,ZZ11,Food Product Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,28,"ANZSIC06 groups C111, C112, C113, C114, C115, C116, C117, C118, and C119"
2019,Level 3,ZZ11,Food Product Manufacturing,Percentage,H39,Return on equity,Financial ratios,17,"ANZSIC06 groups C111, C112, C113, C114, C115, C116, C117, C118, and C119"
2019,Level 3,ZZ11,Food Product Manufacturing,Percentage,H40,Return on total assets,Financial ratios,8,"ANZSIC06 groups C111, C112, C113, C114, C115, C116, C117, C118, and C119"
2019,Level 3,ZZ11,Food Product Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,47,"ANZSIC06 groups C111, C112, C113, C114, C115, C116, C117, C118, and C119"
2018,Level 1,99999,All industries,Percentage,H36,Current ratio,Financial ratios,77,"ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2018,Level 1,99999,All industries,Percentage,H37,Quick ratio,Financial ratios,69,"ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2018,Level 1,99999,All industries,Percentage,H39,Return on equity,Financial ratios,14,"ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2018,Level 1,99999,All industries,Percentage,H40,Return on total assets,Financial ratios,5,"ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2018,Level 1,99999,All industries,Percentage,H41,Liabilities structure,Financial ratios,34,"ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2018,Level 4,AA111,Horticulture and Fruit Growing,Percentage,H36,Current ratio,Financial ratios,74,"ANZSIC06 groups A011, A012, and A013"
2018,Level 4,AA111,Horticulture and Fruit Growing,Percentage,H37,Quick ratio,Financial ratios,63,"ANZSIC06 groups A011, A012, and A013"
2018,Level 4,AA111,Horticulture and Fruit Growing,Percentage,H39,Return on equity,Financial ratios,14,"ANZSIC06 groups A011, A012, and A013"
2018,Level 4,AA111,Horticulture and Fruit Growing,Percentage,H40,Return on total assets,Financial ratios,7,"ANZSIC06 groups A011, A012, and A013"
2018,Level 4,AA111,Horticulture and Fruit Growing,Percentage,H41,Liabilities structure,Financial ratios,46,"ANZSIC06 groups A011, A012, and A013"
2018,Level 3,AA11,Horticulture and Fruit Growing,Percentage,H36,Current ratio,Financial ratios,74,"ANZSIC06 groups A011, A012, and A013"
2018,Level 3,AA11,Horticulture and Fruit Growing,Percentage,H37,Quick ratio,Financial ratios,63,"ANZSIC06 groups A011, A012, and A013"
2018,Level 3,AA11,Horticulture and Fruit Growing,Percentage,H39,Return on equity,Financial ratios,14,"ANZSIC06 groups A011, A012, and A013"
2018,Level 3,AA11,Horticulture and Fruit Growing,Percentage,H40,Return on total assets,Financial ratios,7,"ANZSIC06 groups A011, A012, and A013"
2018,Level 3,AA11,Horticulture and Fruit Growing,Percentage,H41,Liabilities structure,Financial ratios,46,"ANZSIC06 groups A011, A012, and A013"
2018,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Percentage,H36,Current ratio,Financial ratios,137,ANZSIC06 groups A014 and A015
2018,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Percentage,H37,Quick ratio,Financial ratios,69,ANZSIC06 groups A014 and A015
2018,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Percentage,H39,Return on equity,Financial ratios,6,ANZSIC06 groups A014 and A015
2018,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 groups A014 and A015
2018,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Percentage,H41,Liabilities structure,Financial ratios,55,ANZSIC06 groups A014 and A015
2018,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Percentage,H36,Current ratio,Financial ratios,137,ANZSIC06 groups A014 and A015
2018,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Percentage,H37,Quick ratio,Financial ratios,69,ANZSIC06 groups A014 and A015
2018,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Percentage,H39,Return on equity,Financial ratios,6,ANZSIC06 groups A014 and A015
2018,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 groups A014 and A015
2018,Level 3,AA12,"Sheep, Beef Cattle and Grain Farming",Percentage,H41,Liabilities structure,Financial ratios,55,ANZSIC06 groups A014 and A015
2018,Level 4,AA131,Dairy Cattle Farming,Percentage,H36,Current ratio,Financial ratios,111,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Percentage,H37,Quick ratio,Financial ratios,51,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Percentage,H39,Return on equity,Financial ratios,8,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 group A016
2018,Level 4,AA131,Dairy Cattle Farming,Percentage,H41,Liabilities structure,Financial ratios,35,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Percentage,H36,Current ratio,Financial ratios,111,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Percentage,H37,Quick ratio,Financial ratios,51,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Percentage,H39,Return on equity,Financial ratios,8,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 group A016
2018,Level 3,AA13,Dairy Cattle Farming,Percentage,H41,Liabilities structure,Financial ratios,35,ANZSIC06 group A016
2018,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Percentage,H36,Current ratio,Financial ratios,114,"ANZSIC06 groups A017, A018, and A019"
2018,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Percentage,H37,Quick ratio,Financial ratios,73,"ANZSIC06 groups A017, A018, and A019"
2018,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Percentage,H39,Return on equity,Financial ratios,10,"ANZSIC06 groups A017, A018, and A019"
2018,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Percentage,H40,Return on total assets,Financial ratios,4,"ANZSIC06 groups A017, A018, and A019"
2018,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Percentage,H41,Liabilities structure,Financial ratios,42,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H36,Current ratio,Financial ratios,114,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H37,Quick ratio,Financial ratios,73,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H39,Return on equity,Financial ratios,10,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H40,Return on total assets,Financial ratios,4,"ANZSIC06 groups A017, A018, and A019"
2018,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H41,Liabilities structure,Financial ratios,42,"ANZSIC06 groups A017, A018, and A019"
2018,Level 4,AA211,Forestry and Logging,Percentage,H36,Current ratio,Financial ratios,102,ANZSIC06 group A030
2018,Level 4,AA211,Forestry and Logging,Percentage,H37,Quick ratio,Financial ratios,90,ANZSIC06 group A030
2018,Level 4,AA211,Forestry and Logging,Percentage,H39,Return on equity,Financial ratios,20,ANZSIC06 group A030
2018,Level 4,AA211,Forestry and Logging,Percentage,H40,Return on total assets,Financial ratios,13,ANZSIC06 group A030
2018,Level 4,AA211,Forestry and Logging,Percentage,H41,Liabilities structure,Financial ratios,65,ANZSIC06 group A030
2018,Level 3,AA21,Forestry and Logging,Percentage,H36,Current ratio,Financial ratios,102,ANZSIC06 group A030
2018,Level 3,AA21,Forestry and Logging,Percentage,H37,Quick ratio,Financial ratios,90,ANZSIC06 group A030
2018,Level 3,AA21,Forestry and Logging,Percentage,H39,Return on equity,Financial ratios,20,ANZSIC06 group A030
2018,Level 3,AA21,Forestry and Logging,Percentage,H40,Return on total assets,Financial ratios,13,ANZSIC06 group A030
2018,Level 3,AA21,Forestry and Logging,Percentage,H41,Liabilities structure,Financial ratios,65,ANZSIC06 group A030
2018,Level 3,AA31,Fishing and Aquaculture,Percentage,H36,Current ratio,Financial ratios,127,ANZSIC06 groups A020 and A041
2018,Level 3,AA31,Fishing and Aquaculture,Percentage,H37,Quick ratio,Financial ratios,91,ANZSIC06 groups A020 and A041
2018,Level 3,AA31,Fishing and Aquaculture,Percentage,H39,Return on equity,Financial ratios,21,ANZSIC06 groups A020 and A041
2018,Level 3,AA31,Fishing and Aquaculture,Percentage,H40,Return on total assets,Financial ratios,9,ANZSIC06 groups A020 and A041
2018,Level 3,AA31,Fishing and Aquaculture,Percentage,H41,Liabilities structure,Financial ratios,44,ANZSIC06 groups A020 and A041
2018,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H36,Current ratio,Financial ratios,98,"ANZSIC06 groups A042, A051, and A052"
2018,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H37,Quick ratio,Financial ratios,83,"ANZSIC06 groups A042, A051, and A052"
2018,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H39,Return on equity,Financial ratios,16,"ANZSIC06 groups A042, A051, and A052"
2018,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H40,Return on total assets,Financial ratios,7,"ANZSIC06 groups A042, A051, and A052"
